,Unnamed: 0,title,author_info,rating,pros,cons
220,220,amazing,"Jun 12, 2022 - IT Asset & Support in Bangalore",5,"['work', 'environment', 'good', 'career', 'growth', 'development', 'flexibility']","['dont', 'feel', 'ant', 'downside']"
221,221,na,"Jun 26, 2022 - DE SPS Associate in Bangalore",3,"['amazon', 'great', 'work', 'environment']","['less', 'growth', 'opportunities']"
222,222,Na,"Jun 10, 2022 - Subject Matter Expert in Hyderābād",5,"['good', 'team', 'supporting', 'management']","['nothing', 'much', 'know']"
223,223,Good salary,"Jun 11, 2022 - Office Assistant in Gurgaon, Haryana",5,"['bright', 'future', 'company']","['overtime', 'facility', 'sundays', 'onl']"
224,224,Pros vs Cons,"Jun 11, 2022 - Software Development Engineer I in Bangalore",5,"['excellent', 'compensation', 'international', 'relocation', 'opportunities', 'easy', 'team', 'switching', 'growth']","['work', 'life', 'balance', 'good', 'improved']"
225,225,Internal movement is a bit difficult,"Jun 25, 2022 - Quality Specialist in Hyderābād",4,"['get', 'feeling', 'working', 'tier', 'product', 'based', 'compay']","['internal', 'movement', 'difficult', 'youre', 'coming', 'company', 'experience', 'give', 'higher', 'pay']"
226,226,"Good career growth, no benefits","Jun 25, 2022 - SDE-2 in Bangalore",4,"['ownership', 'exposure', 'entire', 'project', 'lifecycle']","['work', 'culture', 'bad', 'people', 'promos']"
227,227,Benefits amazon,"Jun 25, 2022 - Senior Product Manager in Hyderābād",4,"['flexibility', 'move', 'teams']","['employee', 'benefits', 'much']"
228,228,good one!,"Jun 25, 2022 - Data Analyst in Rohtak",3,"['good', 'environment', 'company']","['time', 'management', 'needs', 'improved']"
229,229,Monotonous,"Jun 25, 2022 - Machine Learning Data Associate in Bangalore",3,"['good', 'benefits', 'secured', 'job']","['nothing', 'new', 'learn', 'every', 'day', 'tasks', 'repetitively', 'order', 'meet', 'kpis', 'stay', 'fewer', 'growth', 'opportunities']"
230,230,Working In amazon,"Jun 25, 2022 - Software Development Engineer (SDE) in Hyderābād",3,"['great', 'company', 'boost', 'skill', 'well', 'coding', 'techniques']","['sometimes', 'makes', 'us', 'lazy']"
231,231,Excellent Place to pick up leaderships skills early in your careers,"Jun 9, 2022 - Senior Manager, Product Management in Bangalore",5,"['operate', 'least', 'levels', 'higher', 'would', 'companies']","['requires', 'high', 'degree', 'focus', 'determination', 'perseverance', 'ability', 'deal', 'ambiguity']"
232,232,SDE 1 at Amazon,"Jun 10, 2022 - Software Development Engineer I in Bangalore",5,"['upscale', 'lot', 'lots', 'learning', 'opportunities', 'competitive', 'pay', 'helpful', 'friendly', 'manager', 'teammates', 'challenging', 'work']","['steep', 'learning', 'curve', 'anyone', 'new', 'cloud', 'amazon']"
233,233,Amazing,"Jun 10, 2022 - Sps Associate in Calcutta",5,"['work', 'culture', 'friendly', 'peers', 'seniors', 'flat', 'hierarchy', 'pay', 'good']","['nothing', 'really', 'everything', 'superb']"
234,234,Promotion issues,"Jun 10, 2022 - Customer Service Associate in Noida",5,"['good', 'company', 'various', 'means', 'salary', 'skill', 'level', 'environment', 'working', 'conditions', 'really']","['easy', 'take', 'promotions', 'work', 'reallly', 'hard', 'get', 'promoted', 'takes', 'lot', 'time', 'patience', 'everyone', 'hold', 'really', 'worths']"
235,235,good culteure and salary but hectic worl,"Jun 23, 2022 - Software Engineer in Bangalore",3,"['salary', 'culture', 'good']","['hectic', 'work', 'give', 'lots']"
236,236,good job,"Jun 23, 2022 - Transaction Risk Investigator in Hyderābād",3,"['risk', 'investigation', 'non', 'people']","['meeting', 'deadlines', 'stressful', 'times']"
237,237,Life,"Jun 23, 2022 - Quality Assurance Associate in Chennai",3,"['brand', 'name', 'good', 'thing', 'companies']","['work', 'suck', 'blood', 'care', 'targets', 'exhaust', 'need', 'business', 'salary', 'peanuts', 'yrs', 'old', 'team', 'working', 'charleston', 'us', 'age', 'means', 'using', 'like', 'slaves', 'less']"
238,238,Work life balance,"Jun 8, 2022 - Associate in Noida",5,"['work', 'life', 'balanced']","['cons', 'according']"
239,239,Repetitive but amazing culture,"Jun 8, 2022 - Transactional Risk Investigator in Bangalore",5,"['jib', 'secyrity', 'good', 'culture', 'lot', 'learn', 'oppurtunity', 'shift']","['keeps', 'changing', 'reducing', 'handaling', 'time']"
240,240,Good,"Jun 8, 2022 - Catalog Associate, English in Bangalore",5,"['good', 'company', 'lots', 'experience', 'people']","['work', 'life', 'balance', 'available']"
241,241,Excellent,"Jun 8, 2022 - D2 Advanced Technician in Hyderābād",5,"['free', 'meal', 'allowance', 'night', 'shift']","['hour', 'work', 'night', 'shifts', 'rotational', 'every', 'months']"
242,242,best place to work as a fresher,"Jun 8, 2022 - Junior 3D Artist in Bangalore",5,"['friendly', 'environment', 'best', 'support', 'leads', 'suitable', 'work', 'modelers', 'texturing', 'artist']","['u', 'r', 'fresher', 'definitely', 'feel', 'huge', 'work', 'load']"
243,243,Recommend,"Jun 8, 2022 - Listing Specialist in Hyderābād",5,"['kicked', 'started', 'job', 'place', 'work']","['working', 'hours', 'get', 'stretched', 'bit']"
244,244,Good to work,"Jun 22, 2022 - MEP Manager in Bangalore",4,"['get', 'areas']","['work', 'life', 'balance', 'relatively', 'non', 'open', 'new']"
245,245,Salary,"Jun 22, 2022 - Digital Associate in Chennai",4,"['work', 'life', 'balance', 'great', 'company', 'start']","['growth', 'switch', 'roles']"
246,246,nil,"Jun 22, 2022 - Tech Associate in Hyderābād",3,"['good', 'freshers', 'first', 'initial', 'job']","['less', 'pay', 'work', 'life', 'balance', 'issues']"
247,247,Better place to work !,"Jun 7, 2022 - Catalog Lead in Chennai",5,"['kicked', 'started', 'job', 'amazon', 'initial', 'impression', 'task', 'impressive', 'completely', 'friendly', 'environment', 'work']","['nothing', 'good']"
248,248,Salary,"Jun 7, 2022 - Senior TA Specialist in Bangalore",5,"['good', 'salary', 'per', 'market']","['work', 'life', 'balance', 'gets', 'affected', 'sometimes']"
249,249,Great Culture,"Jun 7, 2022 - Program Manager in Hyderābād",5,"['great', 'culture', 'company', 'still', 'able', 'uphold', 'innovation', 'even', 'becoming', 'big']","['people', 'get', 'stretched', 'bit', 'spoils', 'work', 'life', 'balance']"
250,250,Good,"Jun 7, 2022 - Device Associate in Chennai",5,"['good', 'place', 'work', 'learn']","['nothing', 'much', 'company']"
251,251,Great place to work,"Jun 7, 2022 - Solutions Architect Associate in Pune",5,"['everyone', 'team', 'always', 'help', 'lot', 'things', 'learn', 'every', 'new', 'assignment', 'happens', 'unique', 'way', 'quite', 'interesting', 'grooms', 'leader', 'happening', 'place', 'culture', 'environment', 'work']","['found', 'none', 'till', 'date']"
252,252,Account manager,"Jun 7, 2022 - Account Manager in New Delhi",5,"['best', 'work', 'culture', 'streamlined', 'process']","['sometimes', 'growth', 'slow', 'marketplace']"
253,253,work expeience,"Jun 21, 2022 - Quality Specialist in Hyderābād",4,"['best', 'place', 'work', 'life', 'balance']","['cons', 'everything', 'good', 'best', 'place', 'work']"
254,254,Good,"Jun 21, 2022 - Advertiser Support Team Leader in Hyderābād",4,"['good', 'growth', 'competitive', 'pay']","['good', 'balance']"
255,255,Good,"Jun 6, 2022 - Team Leader in Pune",5,"['good', 'better', 'best', 'bestest', 'waah']","['provide', 'overtime', 'like']"
256,256,Great start with Amazon,"Jun 6, 2022 - Associate Marketing Specialist in Bangalore",5,"['buddy', 'pampered', 'like', 'kid', 'helped', 'everything', 'teammates', 'welcoming', 'got', 'updates', 'mail', 'process', 'complete']","['unified', 'platform', 'contains', 'facilities', 'enables', 'work', 'different', 'used', 'form', 'tasks']"
257,257,Excellent company,"Jun 6, 2022 - Transaction Risk Investigator in Hyderābād",5,"['good', 'friendly', 'environment', 'get', 'salary', 'expected']","['shifts', 'problem', 'ready', 'anything', 'everything', 'awesome', 'amazon']"
258,258,Best Company To Work,"Jun 6, 2022 - Catalog Associate in Bangalore",5,"['great', 'culture', 'environments', 'care', 'employees']","['less', 'pay', 'non', 'tech', 'teams']"
259,259,Better place to work,"Jun 6, 2022 - Sourcing Specialist in Bangalore",5,"['work', 'life', 'balance', 'career', 'progression', 'good', 'exposure', 'pay']","['little', 'bit', 'difficult', 'early', 'days', 'adapt']"
260,260,good company,"Jun 20, 2022 - ML Data Associate - I in Chennai",4,"['non', 'tech', 'low', 'stress', 'fixed', 'log', 'timing', 'overtime', 'pay']","['promotion', 'less', 'appreciation', 'lower', 'level', 'employees']"
261,261,good company,"Jun 20, 2022 - Anonymous Employee in Hyderābād",4,"['good', 'work', 'life', 'balance']","['high', 'pressure', 'work']"
262,262,All good,"Jun 20, 2022 - CSA - Customer Service Associate in Noida",4,"['everything', 'good', 'per', 'working', 'environment']","['wfh', 'might', 'emerge', 'con', 'high', 'work', 'load']"
263,263,SPS NA,"Jun 20, 2022 - Seller Support Associate in Pune",4,"['chilled', 'environment', 'cases', 'resolve', 'telephonic', 'interaction', 'required', 'meal', 'card', 'interest', 'allowance', 'kit', 'laptop', 'provided', 'welcome', 'separately']","['longest', 'training', 'period', 'months', 'complete', 'phases', 'hit', 'production', 'floor', 'little', 'strict', 'profile', 'since']"
264,264,Review,"Jun 20, 2022 - CRC Senior Associate in Hyderābād",4,"['great', 'experience', 'better', 'learning', 'wonderful', 'community']","['work', 'home', 'contract', 'based', 'job', 'low', 'coordination']"
265,265,Good for learning,"Jun 20, 2022 - Software Development Engineer in Gurgaon, Haryana",4,"['great', 'perks', 'easy', 'switch', 'teams']","['balance', 'great']"
266,266,good salary,"Jun 20, 2022 - Software Engineer II SDE2 in Chennai",4,"['good', 'salary', 'year', 'exp', 'person']","['couldnt', 'think', 'cons']"
267,267,Cool,"Jun 20, 2022 - Catalog Assistant in Bangalore",4,"['best', 'place', 'environment']","['best', 'place', 'work', 'man']"
268,268,Good,"Jun 20, 2022 - Principal Applications Engineer in Hyderābād",3,"['good', 'less', 'hike']","['work', 'life', 'balance', 'good']"
269,269,Business operation specialist,"Jun 20, 2022 - Catalog Specialist I in Hyderābād",3,"['great', 'work', 'nd', 'life', 'balance']","['promotion', 'opportunities', 'selective']"
270,270,"Good company for a fresher, but not for long term","Jun 20, 2022 - Game Moderator in Noida",3,"['good', 'work', 'life', 'balance', 'case', 'home', 'every', 'employee', 'respected', 'treated', 'fairly']","['less', 'growth', 'opportunity', 'sudden', 'changes', 'working', 'hours']"
271,271,It's an amazing company.,"Jun 4, 2022 - Software Engineer in Hyderābād",5,"['excellent', 'teamwork', 'peaceful', 'atmosphere', 'work']","['found', 'cons', 'job', 'till']"
272,272,It was Good as per Industry,"Jun 4, 2022 - Quality Assurance Engineer in Chennai",5,"['overall', 'good', 'support', 'people']","['could', 'better', 'work', 'life', 'balance']"
273,273,i love this job,"Jun 5, 2022 - Amazon Software Development Engineer in Hyderābād",5,"['excellent', 'team', 'coordination', 'peaceful', 'work', 'atmosphere']","['didnt', 'find', 'cons', 'till', 'date']"
274,274,Join at your own risk. Go for AWS.,"Jun 19, 2022 - in Bangalore",3,"['always', 'toes', 'work', 'lots', 'mentorship', 'opportunities', 'free', 'linkedin', 'courses', 'upskill', 'oneself', 'cab', 'services', 'paid', 'holidays']","['teams', 'saturated', 'lot', 'associates', 'getting', 'visibility', 'pain', 'manager', 'good', 'hr', 'unsupportive', 'interactive', 'even', 'onboarding', 'less', 'pay', 'companies', 'job', 'roles', 'non', 'tech', 'transparency', 'comes', 'promotion', 'projects', 'get', 'stolen', 'lots', 'internal', 'politics']"
275,275,Na,"Jun 4, 2022 - Selling Partner Support Associate in Bangalore",5,"['work', 'culture', 'good', 'everyone', 'respectful', 'employee']","['great', 'allowances', 'still', 'pay', 'less']"
276,276,Good company with no growth,"Jun 4, 2022 - Client Service Associate in Indore",5,"['nice', 'place', 'work']","['growth', 'last', 'years']"
277,277,nice,"Jun 4, 2022 - Anonymous Employee in Hyderābād",5,"['good', 'study', 'working', 'environment']","['much', 'competition', 'study']"
278,278,Good place to work,"Jun 4, 2022 - Catalog Specialist in Hyderābād",5,"['good', 'culture', 'seniors', 'working', 'environment']","['little', 'attention', 'could', 'given', 'training', 'new', 'hires']"
279,279,Great culture,"Jun 4, 2022 - Software Support Engineer in Chennai",5,"['great', 'palce', 'work']","['poor', 'balance', 'experienced', 'people']"
280,280,Great place to work,"Jun 4, 2022 - Software Developer in Bangalore",5,"['salary', 'great', 'work', 'culture', 'awesome']","['find', 'anyhing']"
281,281,Amazing place to work with.,"Jun 18, 2022 - IT Support Associate II in Pune",4,"['workplace', 'good', 'benefits', 'exceptional', 'culture']","['rotation', 'shifts', 'weekoffs', 'nothing', 'else', 'actually']"
282,282,ok,"Jun 18, 2022 - Software Development Engineer (SDE) in Hyderābād",4,"['good', 'team', 'lots', 'learnig']","['workload', 'hectic', 'oncall', 'nigtmare']"
283,283,Excellent place to work,"Jun 18, 2022 - Manager - Risk Investigations in Hyderābād",4,"['systems', 'processes', 'extremely', 'good', 'great', 'work', 'culture', 'including', 'balance']","['far', 'faced', 'negative', 'experience']"
284,284,Superb,"Jun 18, 2022 - Software Engineer in Bangalore",4,"['good', 'company', 'pay', 'n', 'job']","['nothin', 'share', 'much', 'good']"
285,285,Good place to work,"Jun 18, 2022 - Applied Scientist in Bangalore",3,"['learning', 'opportunities', 'curve', 'good']","['much', 'work', 'people', 'personally', 'problem']"
286,286,Good,"Jun 3, 2022 - SEO Executive in Bangalore",5,"['good', 'work', 'culture', 'great', 'opportunities']","['nothing', 'per', 'knowledge']"
287,287,Great place to work,"Jun 3, 2022 - Senior Manager, Program Management in Pune",5,"['working', 'best', 'minds', 'world', 'deeply', 'ingrained', 'culture', 'employees']","['sometimes', 'gets', 'big', 'manoeuvre']"
288,288,Good place to earn money,"Jun 3, 2022 - Problem Solver in Chennai",5,"['two', 'week', 'every', 'extra', 'allowence', 'night', 'shift', 'safe', 'secure', 'gender']","['increase', 'lunch', 'time', 'min']"
289,289,Great oraganisation to work,"Jun 3, 2022 - Process Associate in Bangalore",5,"['great', 'organization', 'work', 'fresher']","['less', 'career', 'growth', 'opportunities', 'want', 'move', 'non', 'tech', 'role']"
290,290,Great place to work,"Jun 16, 2022 - Transactional Risk Investigator in Bangalore",4,"['great', 'place', 'work', 'stress', 'free', 'job']","['cons', 'working', 'amazon']"
291,291,Its wonderful but with its own caveats.,"Jun 17, 2022 - Human Resources Senior Administrative in Hyderābād",4,"['good', 'salary', 'work', 'provided', 'helpful', 'leadership', 'reach', 'mentor']","['lack', 'balance', 'stressful', 'job']"
292,292,Bad Management but Good Learning opportunity,"Jun 17, 2022 - SDE-1 Amazon in Hyderābād",3,"['learning', 'opportunities', 'get', 'abroad', 'opportunity']","['rest', 'everything', 'think', 'cons', 'amazon']"
293,293,Feedback,"Jun 17, 2022 - Sales in Bangalore",3,"['good', 'infra', 'leave', 'policy']","['poor', 'pay', 'career', 'growth']"
294,294,Good work culture,"Jun 2, 2022 - CS Operations Analyst in Bangalore",5,"['amazon', 'gives', 'lot', 'benefits']","['room', 'improvement']"
295,295,Testing,"Jun 2, 2022 - Quality Service Associate in Chennai",5,"['work', 'culture', 'best', 'people']","['less', 'salary', 'compared', 'big', 'mnc']"
296,296,Good company,"Jun 2, 2022 - Associate CTK in Bangalore",5,"['work', 'life', 'balance', 'good', 'management']","['slow', 'growth', 'due', 'huge', 'numbers', 'employees']"
297,297,Customer service specialist,"Jun 2, 2022 - Customer Service Specialist in Pune",5,"['awesome', 'infrastructure', 'organisation', 'work', 'values', 'employees', 'great', 'atmosphere', 'polite', 'professional', 'people', 'phenomenal', 'benefits']","['opportunity', 'technical', 'job', 'role', 'also']"
298,298,Still Day 1,"Jun 15, 2022 - Associate Vendor Manager in Bangalore",4,"['vast', 'network', 'brilliant', 'minds', 'lot', 'opportunities', 'grow', 'career', 'path', 'competitive', 'compensation', 'benefits']","['job', 'training', 'expected', 'start', 'work', 'day', 'indian', 'employees', 'get', 'least', 'benefits', 'compared', 'geographies']"
299,299,Good culturey,"Jun 15, 2022 - Transaction Risk Investigator in Bangalore Rural",4,"['good', 'culture', 'manager', 'colleagues', 'work', 'life', 'balance']","['growth', 'role', 'saturated', 'job', 'market', 'less', 'pay', 'hardwork', 'time']"
300,300,Best Company,"Jun 16, 2022 - Intern in Chennai",4,"['paid', 'intern', 'best', 'learning', 'experience', 'staffs']","['doesnt', 'seen', 'working']"
301,301,-,"Jun 16, 2022 - VCS Customer Service Representative in Noida",4,"['good', 'company', 'flexible', 'timings', 'salary', 'time', 'leaves', 'issue']","['payscale', 'low', 'limited', 'growth', 'opportunities']"
302,302,Full of learnings,"Jun 16, 2022 - Software Development Engineer I in Hyderābād",4,"['improve', 'skill', 'degree', 'expected', 'design', 'development', 'peer', 'code', 'review', 'hiring', 'mentoring', 'optimizing', 'cost', 'services', 'improving', 'cpu', 'memory', 'utilization', 'work', 'prime', 'day', 'like', 'oncalls', 'lot', 'competitive', 'salary', 'especially', 'market', 'correction', 'smart', 'peers']","['competitive', 'environment', 'expectations', 'high', 'employee', 'compare', 'company', 'amazon', 'expects', 'good', 'lps', 'sometimes', 'due', 'lack', 'opportunities', 'becomes', 'gather', 'data', 'points']"
303,303,Excellent,"Jun 16, 2022 - ML Data Associate - I in Hyderābād",4,"['customer', 'employee', 'centric', 'good', 'work', 'culture', 'facilities']","['slow', 'growth', 'monotonous', 'work', 'bias', 'action']"
304,304,Retail Business Service,"Jun 16, 2022 - Associate Catalog in Bangalore",4,"['interesting', 'good', 'support', 'learning', 'opportunity']","['repeated', 'work', 'slow', 'growth', 'less', 'pay']"
305,305,LMAQ have worst management,"Jun 16, 2022 - Manager in Hyderābād",3,"['learn', 'new', 'technologies', 'explore', 'good', 'envirnment']","['sr', 'management', 'plays', 'lot', 'games', 'growth', 'slow']"
306,306,salary,"Jun 16, 2022 - Product Support Analyst in Bangalore",3,"['think', 'recollect']","['join', 'amazon', 'appreciate', 'hard', 'work', 'buttering']"
307,307,its amazing to work with anmazon,"Jun 16, 2022 - Business Analyst in Hyderābād",3,"['lot', 'time', 'work', 'skills']","['much', 'headcount', 'dsnt', 'let', 'seek', 'oppurtunities']"
308,308,Honest Review,"Jun 1, 2022 - Software Development Engineer in New Delhi",5,"['tons', 'learning', 'opportunities', 'lots', 'things', 'learn']","['maintain', 'balance']"
309,309,Good,"Jun 1, 2022 - Senior Software Engineer in Bangalore",5,"['good', 'working', 'env', 'get']","['con', 'think']"
310,310,Amazon a great place to work,"Jun 1, 2022 - Human Resources Associate in Bangalore",5,"['benifits', 'great', 'peers', 'work', 'team']","['sometimes', 'huge', 'volumes', 'working', 'weekends']"
311,311,Good leave policy Good work timings,"Jun 1, 2022 - Senior Quality Service Associate in Chennai",5,"['lot', 'benefits', 'employees']","['career', 'growth', 'progress', 'slow']"
312,312,The king of cloud storage.,"Jun 14, 2022 - Cloud Solution Architect in Bangalore",4,"['friendly', 'environment', 'best', 'developing', 'knowledge']","['update', 'order', 'compete', 'freshers']"
313,313,Great workplace,"Jun 15, 2022 - Advocacy Operation Specialist in Hyderābād",4,"['good', 'team', 'leads', 'help', 'aspects']","['nothing', 'much', 'tls', 'always', 'assist']"
314,314,Great work environment,"Jun 15, 2022 - SDE 1 in Hyderābād",4,"['good', 'perks', 'regular', 'rewards']","['low', 'inhand', 'salary', 'compared']"
315,315,Career growth,"Jun 15, 2022 - Process Associate in Bangalore",4,"['monotonous', 'job', 'good', 'managers', 'leaves']","['technical', 'career', 'growth', 'waste', 'time', 'learn']"
316,316,Good,"Jun 15, 2022 - Virtual Assistant in Pune",4,"['good', 'nothing', 'specific', 'benefits']","['break', 'times', 'need', 'allotted', 'noucelg']"
317,317,Good work culture,"Jun 15, 2022 - Transaction Risk Investigator in Bangalore",4,"['nice', 'office', 'infrastructure', 'benefits', 'health', 'claim', 'sodexo']","['low', 'salary', 'slowest', 'movement', 'promotion', 'time', 'taken']"
318,318,Amazing Experience!!,"May 31, 2022 - Senior Program Manager in Bangalore",5,"['love', 'team', 'culture', 'enriching', 'senior', 'management', 'approcable', 'supportive']","['nothing', 'think']"
319,319,Good Working Culture & Career growth,"May 31, 2022 - Anonymous Employee in Mumbai",5,"['everyday', 'seems', 'day', 'good', 'learning']","['nothing', 'cons', 'company', 'good']"
320,320,Best company,"May 31, 2022 - Anonymous Employee in Coimbatore",5,"['bestt', 'company', 'best', 'culture', 'pleasant', 'place', 'work']","['pay', 'problem', 'get', 'timely', 'paid', 'less', 'comparatively', 'market']"
321,321,Good Company,"May 31, 2022 - Software Developer in Noida",5,"['work', 'culture', 'amazon', 'good']","['working', 'amazon', 'bad']"
322,322,The king of cloud storage.,"Jun 14, 2022 - Cloud Solution Architect in Bangalore",4,"['friendly', 'environment', 'best', 'developing', 'knowledge']","['update', 'order', 'compete', 'freshers']"
323,323,Great workplace,"Jun 15, 2022 - Advocacy Operation Specialist in Hyderābād",4,"['good', 'team', 'leads', 'help', 'aspects']","['nothing', 'much', 'tls', 'always', 'assist']"
324,324,Great work environment,"Jun 15, 2022 - SDE 1 in Hyderābād",4,"['good', 'perks', 'regular', 'rewards']","['low', 'inhand', 'salary', 'compared']"
325,325,Career growth,"Jun 15, 2022 - Process Associate in Bangalore",4,"['monotonous', 'job', 'good', 'managers', 'leaves']","['technical', 'career', 'growth', 'waste', 'time', 'learn']"
326,326,Good,"Jun 15, 2022 - Virtual Assistant in Pune",4,"['good', 'nothing', 'specific', 'benefits']","['break', 'times', 'need', 'allotted', 'noucelg']"
327,327,Good work culture,"Jun 15, 2022 - Transaction Risk Investigator in Bangalore",4,"['nice', 'office', 'infrastructure', 'benefits', 'health', 'claim', 'sodexo']","['low', 'salary', 'slowest', 'movement', 'promotion', 'time', 'taken']"
328,328,Amazing Experience!!,"May 31, 2022 - Senior Program Manager in Bangalore",5,"['love', 'team', 'culture', 'enriching', 'senior', 'management', 'approcable', 'supportive']","['nothing', 'think']"
329,329,Good Working Culture & Career growth,"May 31, 2022 - Anonymous Employee in Mumbai",5,"['everyday', 'seems', 'day', 'good', 'learning']","['nothing', 'cons', 'company', 'good']"
330,330,Best company,"May 31, 2022 - Anonymous Employee in Coimbatore",5,"['bestt', 'company', 'best', 'culture', 'pleasant', 'place', 'work']","['pay', 'problem', 'get', 'timely', 'paid', 'less', 'comparatively', 'market']"
331,331,Good Company,"May 31, 2022 - Software Developer in Noida",5,"['work', 'culture', 'amazon', 'good']","['working', 'amazon', 'bad']"
332,332,Facility supervisor,"May 31, 2022 - House Keeping Supervisor in Chennai",5,"['better', 'place', 'work', 'good', 'facility', 'handling', 'management']","['flexible', 'timing', 'dress', 'quote']"
333,333,Amazon Work Experience,"Jun 14, 2022 - Advertiser Support Associate in Calcutta",4,"['good', 'work', 'team', 'mates', 'highest', 'standards']","['low', 'options', 'remote', 'work']"
334,334,Amazon review,"Jun 14, 2022 - Senior Catalog Associate - French in Bangalore",4,"['beautiful', 'offices', 'excellent', 'level', 'training', 'program', 'supportive', 'hrbp']","['low', 'salary', 'package', 'associate', 'level']"
335,335,Amazon is top notch customer centric approach with great Work culture,"Jun 14, 2022 - Team Lead/Manager in Bangalore",4,"['work', 'culture', 'employee', 'satisfaction', 'customer', 'centric']","['amazon', 'major', 'cons']"
336,336,Salary is very less...!!!,"Jun 14, 2022 - Ad Operations Associate in Bangalore",3,"['benefits', 'leave', 'policy', 'good']","['slow', 'growth', 'micro', 'management', 'hard', 'work', 'awarded']"
337,337,Okayish,"Jun 14, 2022 - Software Engineer in Chennai",3,"['lot', 'ownership', 'given', 'interesting', 'tech']","['work', 'life', 'balance']"
338,338,Good work life balance- excellent benefits - Pathetic process,"Jun 14, 2022 - ML Data Associate in Bangalore",3,"['good', 'managers', 'much', 'better', 'leadership', 'principles']","['pressure', 'process', 'rotational', 'shifts']"
339,339,Great place to work,"May 30, 2022 - Manager, Operations in New Delhi",5,"['enjoy', 'working', 'amazon', 'always', 'ocean', 'learning', 'dive', 'deep', 'learn']","['work', 'home', 'process', 'sometimes', 'feel', 'office', 'meeting', 'peers', 'colleagues', 'team', 'etc']"
340,340,One of the Best HRS,"May 30, 2022 - HRS Manager in Bangalore",5,"['culture', 'organization', 'simply', 'fascinating', 'world', 'comes', 'amazing', 'infrastructure', 'working', 'expats', 'gives', 'huge', 'opportunity']","['promotions', 'basis', 'manager', 'discretion', 'n', 'apply', 'roles', 'via', 'ijp', 'thinks', 'good', 'wont', 'move', 'next', 'position', 'thats', 'unfair', 'equal', 'employment', 'opportunity']"
341,341,Good,"May 30, 2022 - Team Lead in Calcutta",5,['good'],['none']
342,342,Amazon India Private ltd,"Jun 12, 2022 - SDE-2 in Chennai",4,"['work', 'new', 'tech', 'aws', 'salary', 'peers']","['work', 'life', 'balance', 'oncall']"
343,343,Growth company,"Jun 13, 2022 - Program Manager in Hyderābād",4,"['company', 'offers', 'lot', 'opportunities', 'hard', 'work', 'ensure', 'growth']","['scope', 'lethargy']"
344,344,Good one,"Jun 13, 2022 - Team Manager in Hyderābād",4,"['work', 'culture', 'facilities', 'learning', 'opportunities', 'diversity']","['little', 'stress']"
345,345,Good place to work,"Jun 13, 2022 - Associate, Quality Services in Chennai",4,"['give', 'important', 'words', 'manager', 'listen', 'concerns', 'facing']","['nothing', 'much', 'tell']"
346,346,Great Place,"Jun 13, 2022 - Anonymous Employee in Chennai",4,"['internal', 'transfers', 'tech', 'stack', 'great', 'teams']","['might', 'need', 'wade', 'politics']"
347,347,Experience,"Jun 13, 2022 - CSA - Customer Service Associate in Noida",4,"['nice', 'office', 'good', 'vibe']","['hectic', 'work', 'schedule', 'office']"
348,348,Misuse of hierarchical powers and HR's helplessness,"Jun 14, 2022 - Transportation Specialist in Hyderābād",2,"['amazon', 'brand', 'good', 'company', 'proven', 'sustain', 'international', 'markets', 'decent', 'rating', 'customer', 'satisfaction', 'employee', 'experience', 'levels', 'however', 'unfortunately', 'wo', 'case', 'serving', 'ind']","['day', 'culture', 'amazon', 'fully', 'respected', 'recommended', 'however', 'negative', 'effects', 'well', 'new', 'management', 'check', 'person', 'everything', 'might', 'cause', 'demotivation', 'land', 'development', 'plan', 'knocks', 'entire', 'year', 'compensation', 'cares', 'played', 'give', 'choose', 'continue', 'torture', 'responsibilities', 'dream', 'company', 'confident', 'many', 'tenured', 'employees', 'support', 'stated', 'would', 'want', 'justice', 'time', 'spent', 'without', 'growth', 'false', 'hopes', 'also', 'surviving', 'people', 'care', 'getting', 'sidelined', 'hierarchical', 'domination']"
349,349,High standards,"Jun 13, 2022 - Technical Support Representative in Cochin",3,"['proper', 'training', 'programs', 'amazing', 'working', 'experience']","['fixed', 'shift', 'timings', 'work', 'shifts', 'changing', 'weeks']"
350,350,Amazon review,"Jun 13, 2022 - Software Engineer in Hyderābād",3,"['learn', 'lot', 'software', 'development', 'skills']","['work', 'life', 'balance', 'really', 'bad']"
351,351,Great place to work,"May 29, 2022 - SDE-2 in Hyderābād",5,"['many', 'teams', 'choose', 'opportunities', 'learn', 'grow', 'flexible', 'work', 'timings', 'good', 'life', 'balance']","['career', 'development', 'dependent', 'team', 'work', 'projects', 'charter']"
352,352,Well reputed company,"May 29, 2022 - HR & Organization Manager in Bangalore",5,"['customer', 'satisfaction', 'job', 'offers']","['right', 'job', 'person', 'given']"
353,353,Best place to work,"May 29, 2022 - Customer Service Associate in Pune",5,"['employee', 'centric', 'company', 'good', 'chances', 'internal', 'growth', 'management', 'really', 'supports', 'every', 'step', 'career']","['working', 'night', 'shifts', 'becomes', 'difficult', 'shift', 'never', 'changes', 'months']"
354,354,2ieii,"May 29, 2022 - Customer Service Representative in Hyderābād",5,"['supportive', 'good', 'environment', 'npt', 'work', 'leaves']","['monotonous', 'micromanage', 'pressure', 'less', 'break', 'time', 'managers', 'bad']"
